asn,network_provider,domain,route,type,country
AS23724, China Telecommunications Corporation,None,117.50.32.0/19,hosting,124
AS4134,Jin-rong Street,None,61.153.0.0/16,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.232.160.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,134.175.128.0/20,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.32.0/20,isp,124
AS4766,Korea Telecom,kt.com,125.128.0.0/13,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.16.0/20,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.53.224.0/20,hosting,124
AS50673,Serverius Holding B.V.,serverius.net,185.162.235.0/24,isp,182
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.13.32.0/20,hosting,124
AS13489,EPM Telecomunicaciones S.A. E.S.P.,tigo.com.co,200.116.0.0/16,isp,167
AS3216,PJSC Vimpelcom,veon.com,195.222.160.0/20,isp,185
AS7738,Telemar Norte Leste S.A.,oi.net.br,187.12.128.0/18,isp,166
AS5617,Orange Polska Spolka Akcyjna,orange.pl,83.8.0.0/13,isp,178
AS14061,DigitalOcean,digitalocean.com,188.166.144.0/20,hosting,183
AS4134,Jin-rong Street,None,111.72.0.0/13,isp,124
AS15975,Hadara Technologies Private Shareholding Company,hadara.ps,217.21.0.0/23,isp,138
AS38994,ERA LLC,era-llc.com,194.61.24.0/23,business,182
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.13.160.0/19,hosting,124
AS12874,Fastweb SpA,fastweb.it,2.232.128.0/17,isp,176
AS3462,Data Communication Business Group,cht.com.tw,118.165.0.0/16,isp,127
AS27699,TELEFONICA BRASIL S.A,telefonica.com.br,177.138.0.0/15,isp,166
AS4766,Korea Telecom,kt.com,183.104.0.0/13,isp,125
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,124.160.0.0/16,isp,124
AS14061,DigitalOcean,digitalocean.com,188.166.208.0/20,hosting,130
AS14061,DigitalOcean,digitalocean.com,165.22.112.0/20,hosting,183
AS28573,CLARO S.A.,claro.com.br,186.206.128.0/17,isp,166
AS8193,Uzbektelekom Joint Stock Company,uznet.net,213.230.64.0/18,isp,139
AS6057,Administracion Nacional de Telecomunicaciones,antel.com.uy,190.0.144.0/20,isp,170
AS45629,JasTel Network International Gateway,jastel.co.th,223.207.0.0/17,isp,131
AS28513,Uninet S.A. de C.V.,pan.org.mx,187.174.64.0/23,isp,214
AS14061,DigitalOcean,digitalocean.com,104.248.144.0/20,hosting,130
AS205727,Aruba S.p.A.,aruba.it,80.211.240.0/21,business,178
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.188.0/23,hosting,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,218.245.0.0/21,isp,124
AS4766,Korea Telecom,kt.com,220.116.0.0/14,isp,125
AS8075,Microsoft Corporation,microsoft.com,13.64.0.0/11,hosting,193
AS14061,DigitalOcean,digitalocean.com,142.93.112.0/20,hosting,211
AS55967,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.64.0/18,hosting,124
AS7552,Viettel Group,viettel.com.vn,171.232.248.0/21,isp,133
AS20746,Telecom Italia S.p.A.,tim.it,156.54.172.0/24,isp,176
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.92.0/22,hosting,124
AS15704,XTRA TELECOM S.A.,masmovil.es,170.253.16.0/20,hosting,184
AS23650,AS Number for CHINANET jiangsu province backbone,None,120.132.0.0/19,hosting,124
AS6503,Axtel S.A.B. de C.V.,axtel.mx,148.240.70.0/23,isp,214
AS4134,Jin-rong Street,None,58.48.0.0/13,isp,124
 None, None, None, None, None,177
AS6128,Cablevision Systems Corp.,optimum.com,69.112.0.0/13,isp,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.158.0/23,hosting,124
AS14061,DigitalOcean,digitalocean.com,138.197.176.0/20,hosting,177
AS25820,IT7 Networks Inc,it7.net,67.230.160.0/20,hosting,211
AS16276,OVH SAS,ovh.com,54.39.0.0/16,hosting,210
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.155.64.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,115.159.152.0/23,hosting,124
AS4134,Jin-rong Street,None,61.174.0.0/15,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.240.0/23,isp,124
AS9381,WTT HK Limited,wtthk.com.hk,202.155.228.0/23,isp,134
AS23724, China Telecommunications Corporation,None,101.36.128.0/17,hosting,124
AS4134,Jin-rong Street,None,58.208.0.0/12,isp,124
 None, None, None, None, None,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,212.64.80.0/20,isp,124
AS8075,Microsoft Corporation,microsoft.com,52.160.0.0/11,hosting,211
AS198569,Rahanet Zanjan Co. (Private Joint-Stock),None,37.152.160.0/19,isp,140
AS28573,CLARO S.A.,claro.com.br,189.35.88.0/21,isp,166
AS4134,Jin-rong Street,None,14.16.0.0/12,isp,124
AS23700,Linknet-Fastnet ASN,linknet.co.id,111.95.128.0/19,isp,132
AS14061,DigitalOcean,digitalocean.com,188.226.128.0/17,hosting,182
AS59019,Beijing Kingsoft Cloud Internet Technology ,cnnic.cn,120.92.88.0/21,hosting,124
AS14061,DigitalOcean,digitalocean.com,139.59.80.0/20,hosting,128
 None, None, None, None, None,133
AS135130,Md. Wahid Murad T/A Anik Computer & Networking,aniknetwork.net,103.210.57.0/24,isp,141
AS49531,NetCom-R LLC,netcom-r.ru,94.159.30.0/23,isp,185
AS21479,PJSC Rostelecom,rt.ru,83.221.192.0/19,isp,185
AS198541,MTT Connect Ltd.,345000.ru,81.162.16.0/21,isp,185
AS16276,OVH SAS,ovh.com,51.254.0.0/15,hosting,175
AS58466,CHINANET Guangdong province network,None,125.88.168.0/21,isp,124
AS132203,Tencent Building, tencent.com,170.106.2.0/23,isp,211
AS56040,China Mobile communications corporation,chinamobileltd.com,183.237.0.0/16,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.36.0/22,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.104.0/22,hosting,124
AS61913,wds telecom e tecnologia da informacao,wdstelecom.com.br,177.152.124.0/23,isp,166
AS2514,NTT PC Communications,nttpc.co.jp,140.227.0.0/16,isp,129
AS14061,DigitalOcean,digitalocean.com,165.22.48.0/20,hosting,130
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.48.0/23,hosting,124
AS28642,Contato Internet EIRELI,contato.net,201.76.4.0/24,isp,166
AS4766,Korea Telecom,kt.com,119.192.0.0/13,isp,125
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,112.30.0.0/16,isp,124
AS14061,DigitalOcean,digitalocean.com,165.22.0.0/20,hosting,211
AS36352,ColoCrossing,colocrossing.com,107.175.144.0/21,hosting,211
AS21502,SFR SA,alticefrance.com,80.236.0.0/18,isp,175
AS3269,Telecom Italia S.p.A.,tim.it,80.182.0.0/16,isp,176
AS28006,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,cnt.gob.ec,190.152.182.0/23,isp,165
AS7922,Comcast Cable Communications,comcast.com,50.128.0.0/9,isp,211
AS133676,Precious netcom pvt ltd,preciousnetcom.in,45.115.60.0/22,isp,128
AS14061,DigitalOcean,digitalocean.com,107.170.192.0/18,hosting,211
AS25820,IT7 Networks Inc,it7.net,144.34.192.0/19,hosting,211
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,111.160.0.0/13,isp,124
AS16276,OVH SAS,ovh.com,147.135.128.0/17,hosting,175
AS24445,Henan Mobile Communications Co,chinamobile.com,117.158.0.0/16,isp,124
AS42525,GlobalConnect A/S,globalconnect.dk,212.98.64.0/18,isp,194
AS14061,DigitalOcean,digitalocean.com,167.71.224.0/20,hosting,128
AS7497,Computer Network Information Center,cas.cn,210.75.240.0/23,isp,124
AS3462,Data Communication Business Group,cht.com.tw,59.125.128.0/17,isp,127
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.48.0/20,isp,124
AS5650,Frontier Communications of America,frontier.com,50.32.0.0/12,isp,211
AS9785,Jasa Terpadu Telematika (Jasatel),berca.co.id,116.213.52.0/24,isp,132
AS3786,LG DACOM Corporation,uplus.co.kr,110.45.128.0/17,isp,125
AS4812,China Telecom (Group),chinatelecom-h.com,180.166.0.0/17,isp,124
AS14178,Megacable Comunicaciones de Mexico de C.V.,megacable.com.mx,201.149.0.0/22,isp,214
AS17451,BIZNET NETWORKS,biznetnetworks.com,182.253.191.0/24,isp,132
AS4761,INDOSAT Internet Network Provider,indosatooredoo.com,114.4.227.0/24,isp,132
AS14061,DigitalOcean,digitalocean.com,162.243.160.0/20,hosting,211
AS12874,Fastweb SpA,fastweb.it,2.224.0.0/13,isp,176
AS6057,Administracion Nacional de Telecomunicaciones,antel.com.uy,190.64.64.0/20,isp,170
AS132203,Tencent Building, tencent.com,162.14.16.0/22,isp,211
AS28208,Superline Telecomunicacoes Ltda,concordia.psi.br,186.226.32.0/20,isp,166
AS36925,MEDITELECOM,orange.ma,197.247.192.0/18,isp,227
AS28573,CLARO S.A.,claro.com.br,189.34.48.0/20,isp,166
AS4766,Korea Telecom,kt.com,220.120.0.0/13,isp,125
AS134764,CHINANET Guangdong province network,None,120.31.136.0/21,isp,124
AS14061,DigitalOcean,digitalocean.com,167.71.32.0/20,hosting,177
AS8728,AS INFONET,infonet.ee,89.235.201.0/24,isp,195
AS3326,PRIVATE JOINT STOCK COMPANY DATAGROUP,datagroup.ua,195.114.144.0/20,isp,179
AS25820,IT7 Networks Inc,it7.net,95.169.4.0/22,hosting,211
AS16276,OVH SAS,ovh.com,92.222.0.0/16,hosting,175
AS264691,Servicoop S.A.,servicoopsa.com.ar,190.226.244.0/24,isp,169
AS9299,Philippine Long Distance Telephone Company,pldt.com,124.105.64.0/19,isp,126
AS14178,Megacable Comunicaciones de Mexico de C.V.,megacable.com.mx,201.149.13.0/24,isp,214
AS14061,DigitalOcean,digitalocean.com,68.183.144.0/20,hosting,211
AS14061,DigitalOcean,digitalocean.com,46.101.0.0/18,hosting,183
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.206.218.0/23,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,125.40.0.0/13,isp,124
AS4134,Jin-rong Street,None,220.184.0.0/13,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.176.0/20,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,61.181.0.0/16,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.234.48.0/20,isp,124
AS16276,OVH SAS,ovh.com,167.114.224.0/19,hosting,175
AS62240,Clouvider Limited,clouvider.co.uk,185.164.136.0/22,isp,183
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.172.0/23,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,182.112.0.0/12,isp,124
AS24757,Ethio Telecom,ethiotelecom.et,197.156.65.0/24,isp,229
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,172.81.208.0/20,hosting,124
AS4134,Jin-rong Street,None,171.208.0.0/12,isp,124
AS7552,Viettel Group,viettel.com.vn,171.224.178.0/24,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,115.159.200.0/23,hosting,124
AS10620,Telmex Colombia S.A.,telmexla.net.co,190.146.87.0/24,isp,167
AS12876,ONLINE S.A.S.,online.net,212.83.160.0/19,hosting,175
AS12876,ONLINE S.A.S.,online.net,212.47.224.0/19,hosting,175
AS202425,IP Volume inc,ipvolume.net,94.102.51.0/24,hosting,182
AS200651,Flokinet Ltd,flokinet.is,185.247.224.0/24,hosting,186
AS50618,IELO-LIAZO SERVICES SAS,ielo-liazo.com,178.20.48.0/21,isp,175
AS3,Massachusetts Institute of Technology,mit.edu,18.27.0.0/16,edu,211
AS41281,Scaling Networks AB,as41281.net,193.239.232.0/24,isp,187
AS205235,Labitat,labitat.dk,185.38.175.0/24,business,194
AS16276,OVH SAS,ovh.com,51.81.128.0/17,hosting,211
AS9008,Visual Online S.A.,vo.lu,85.93.192.0/19,isp,196
AS12093,University of Waterloo,uwaterloo.ca,198.96.155.0/24,edu,210
AS6718,NAV COMMUNICATIONS SRL,nav.ro,91.250.242.0/24,hosting,186
AS16276,OVH SAS,ovh.com,79.137.0.0/17,hosting,175
AS44220,Parfumuri Femei.com SRL,parfumurifemei.com,188.213.49.0/24,hosting,186
AS8075,Microsoft Corporation,microsoft.com,191.232.0.0/13,hosting,166
AS15311,Telefonica Empresas,None,200.54.160.0/20,isp,168
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.211.160.0/20,hosting,124
AS4134,Jin-rong Street,None,222.86.0.0/15,isp,124
AS132641,PT Netciti Persada,netciti.co.id,103.19.110.0/24,isp,132
AS12479,Orange Espagne SA,orange.es,85.48.0.0/12,isp,184
AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,142
AS51167,Contabo GmbH,contabo.de,173.249.20.0/23,hosting,177
AS16276,OVH SAS,ovh.com,91.134.0.0/16,hosting,175
AS56040,China Mobile communications corporation,chinamobileltd.com,120.239.0.0/16,isp,124
AS23724, China Telecommunications Corporation,None,221.122.112.0/20,hosting,124
AS8075,Microsoft Corporation,microsoft.com,52.224.0.0/11,hosting,211
AS27843,OPTICAL TECHNOLOGIES S.A.C.,optical.pe,190.12.88.0/22,isp,171
AS6471,ENTEL CHILE S.A.,entel.cl,190.151.0.0/17,isp,168
AS37943,ZhengZhou GIANT Computer Network Technology ,cnnic.cn,116.255.128.0/17,isp,124
AS14080,Telmex Colombia S.A.,telmexla.net.co,190.145.64.0/19,isp,167
AS3786,LG DACOM Corporation,uplus.co.kr,1.208.0.0/12,isp,125
AS6848,Telenet BVBA,telenet.be,78.20.0.0/14,isp,189
AS45629,JasTel Network International Gateway,jastel.co.th,171.4.128.0/17,isp,131
AS3352,TELEFONICA DE ESPANA,telefonica.com,83.48.0.0/16,isp,184
AS8193,Uzbektelekom Joint Stock Company,uznet.net,195.158.0.0/19,isp,139
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,58.186.65.0/24,isp,133
AS15802,Emirates Integrated Telecommunications Company PJSC (EITC-DU),du.ae,91.72.160.0/19,isp,137
AS14061,DigitalOcean,digitalocean.com,159.65.144.0/20,hosting,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.199.170.0/23,hosting,124
AS44568,NTT Communications Cloud Infrastructure Services Inc,ntt.com,168.128.70.0/24,isp,221
AS12876,ONLINE S.A.S.,online.net,212.129.0.0/18,hosting,175
AS14061,DigitalOcean,digitalocean.com,178.62.64.0/18,hosting,183
AS5607,Sky UK Limited,sky.com,176.248.0.0/13,isp,183
AS14061,DigitalOcean,digitalocean.com,167.99.128.0/20,hosting,177
AS7506,GMO Internet,gmo.jp,118.27.0.0/17,hosting,129
AS8048,CANTV Servicios Venezuela,cantv.com.ve,190.202.124.0/22,isp,172
AS19527,Google LLC,google.com,35.208.0.0/15,hosting,211
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.42.0/23,hosting,124
AS4134,Jin-rong Street,None,122.224.0.0/12,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.128.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,45.40.252.0/22,hosting,124
AS4812,China Telecom (Group),chinatelecom-h.com,120.92.144.0/21,isp,124
AS14061,DigitalOcean,digitalocean.com,159.89.48.0/21,hosting,211
AS12578,SIA Tet,tet.lv,87.110.0.0/16,isp,197
AS12764,AKNET Ltd.,aknet.kg,31.186.48.0/24,hosting,143
AS208555,Dade Pardazi Mobinhost Co LTD,None,45.129.36.0/24,business,140
AS1267,WIND TRE S.P.A.,windtre.it,151.49.0.0/16,isp,176
AS18229,CtrlS Datacenters Ltd.,ctrls.in,182.18.144.0/24,hosting,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.234.192.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,134.175.16.0/20,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.184.0/22,hosting,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.36.0/23,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.230.0.0/15,hosting,124
AS14061,DigitalOcean,digitalocean.com,138.197.144.0/20,hosting,210
AS28573,CLARO S.A.,claro.com.br,177.182.0.0/16,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,148.70.16.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,154.8.224.0/20,hosting,124
AS6471,ENTEL CHILE S.A.,entel.cl,186.10.125.0/24,isp,168
AS14061,DigitalOcean,digitalocean.com,206.189.32.0/20,hosting,130
AS7506,GMO Internet,gmo.jp,150.95.128.0/17,hosting,129
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.89.224.0/21,hosting,124
AS4134,Jin-rong Street,None,60.176.0.0/12,isp,124
AS16276,OVH SAS,ovh.com,167.114.0.0/17,hosting,210
AS56886,OOO Red Star,None,91.229.233.0/24,business,185
AS48347,JSC Mediasoft ekspert,mtw.ru,194.87.98.0/23,hosting,185
AS8075,Microsoft Corporation,microsoft.com,104.40.0.0/13,hosting,211
AS16276,OVH SAS,ovh.com,192.99.0.0/16,hosting,210
AS17813,Mahanagar Telephone Nigam Limited,mtnl.net.in,182.56.0.0/17,isp,128
AS14061,DigitalOcean,digitalocean.com,138.197.128.0/20,hosting,210
AS4766,Korea Telecom,kt.com,220.72.0.0/13,isp,125
AS7922,Comcast Cable Communications,comcast.com,73.0.0.0/8,isp,211
AS22769,DDOSING NETWORK,digitalattackmap.com,212.95.128.0/19,isp,211
AS16276,OVH SAS,ovh.com,91.121.0.0/16,hosting,175
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.204.0/23,isp,124
AS45102,Alibaba (US) Technology Co.,alibabagroup.com,149.129.48.0/20,hosting,130
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.28.176.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.52.0/23,hosting,124
AS12389,PJSC Rostelecom,rt.ru,95.167.0.0/16,isp,185
AS34549,meerfarbig GmbH & Co. KG,colorhost.de,2.57.122.0/24,isp,186
AS45899,VNPT Corp,vnptcorp.com,123.30.236.0/24,isp,133
AS15399,Wananchi Group (Kenya) Limited,zuku.co.ke,197.211.9.0/24,isp,230
AS12874,Fastweb SpA,fastweb.it,93.39.0.0/16,isp,176
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,211
AS58543,Guangdong,gd.gov.cn,121.201.0.0/18,gov,124
AS136429,Arifuzzaman Auni t/a BAS Network,basnetbd.com,103.87.212.0/24,isp,141
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,191.34.160.0/20,isp,166
AS38731,Vietel - CHT Compamy Ltd,viettelidc.com.vn,125.212.200.0/22,isp,133
AS15169,Google LLC,google.com,35.236.0.0/14,hosting,211
AS3269,Telecom Italia S.p.A.,tim.it,79.44.0.0/15,isp,176
AS200651,Flokinet Ltd,flokinet.is,185.100.87.0/24,hosting,186
AS16276,OVH SAS,ovh.com,51.83.0.0/16,hosting,178
AS28573,CLARO S.A.,claro.com.br,181.223.64.0/19,isp,166
AS4134,Jin-rong Street,None,220.171.0.0/17,isp,124
AS5617,Orange Polska Spolka Akcyjna,orange.pl,83.16.0.0/13,isp,178
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,122.152.204.0/22,hosting,124
AS6327,Shaw Communications Inc.,shaw.ca,50.68.200.0/22,isp,210
AS51167,Contabo GmbH,contabo.de,164.68.96.0/23,hosting,177
AS23724, China Telecommunications Corporation,None,106.75.32.0/19,hosting,124
AS25820,IT7 Networks Inc,it7.net,199.115.228.0/22,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.172.0/22,hosting,124
AS14061,DigitalOcean,digitalocean.com,192.81.208.0/21,hosting,211
AS12322,Free SAS,sas.com,78.192.0.0/11,isp,175
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.13.48.0/20,hosting,124
AS16276,OVH SAS,ovh.com,51.79.0.0/17,hosting,210
AS10620,Telmex Colombia S.A.,telmexla.net.co,181.60.79.0/24,isp,167
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.164.0/22,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.154.0/23,hosting,124
AS206945,Robert Michael Span,sky-internet.es,185.171.8.0/22,isp,184
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.80.0/20,isp,124
AS135161,GMO-Z com NetDesign Holdings Co.,gmo.jp,163.44.196.0/22,isp,131
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,112.192.0.0/14,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.52.48.0/20,hosting,124
AS58495,PT Parsaoran Global Datatrans,hsp.net.id,43.225.67.0/24,isp,132
AS4134,Jin-rong Street,None,222.222.0.0/15,isp,124
AS136334,Vortex Netsol Private Limited,vortexnetsol.com,103.236.115.0/24,isp,128
AS4808,China Unicom Beijing Province Network,chinaunicom.com,111.202.0.0/18,isp,124
AS56041,China Mobile communications corporation,chinamobileltd.com,112.13.200.0/24,isp,124
AS14061,DigitalOcean,digitalocean.com,157.230.240.0/20,hosting,130
AS38733,CMC Telecom Infrastructure Company,cmctelecom.vn,124.158.10.0/24,hosting,133
AS4134,Jin-rong Street,None,114.216.0.0/13,isp,124
AS12430,VODAFONE ESPANA S.A.U.,vodafone.es,77.224.0.0/13,isp,184
AS8075,Microsoft Corporation,microsoft.com,13.64.0.0/11,hosting,250
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,221.208.0.0/14,isp,124
AS3816,COLOMBIA TELECOMUNICACIONES S.A. ESP,telefonica.co,190.66.3.0/24,isp,167
AS25820,IT7 Networks Inc,it7.net,67.216.192.0/20,hosting,211
AS4760,HKT Limited,hkt.com,219.78.64.0/19,isp,134
AS8402,PJSC Vimpelcom,veon.com,37.144.232.0/21,isp,185
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,122.156.0.0/14,isp,124
AS45011,A3 Sverige AB,a3.se,83.209.0.0/16,isp,187
AS34977,PROCONO S.A.,ptvtelecom.com,212.225.128.0/17,isp,184
AS4766,Korea Telecom,kt.com,183.96.0.0/13,isp,125
AS4760,HKT Limited,hkt.com,218.102.64.0/19,isp,134
AS9116,Partner Communications Ltd.,partner.co.il,80.178.96.0/19,isp,144
AS12578,SIA Tet,tet.lv,78.84.0.0/16,isp,197
AS39608,Lanet Network Ltd,lanet.ua,176.37.0.0/16,isp,179
AS10796,Charter Communications Inc,spectrum.com,24.209.0.0/19,isp,211
AS15146,Cable Bahamas,cablebahamas.com,24.51.120.0/21,isp,216
AS4760,HKT Limited,hkt.com,112.119.160.0/19,isp,134
AS8544,Primetel PLC,primetel.com.cy,62.12.81.0/24,isp,192
AS4760,HKT Limited,hkt.com,58.153.160.0/19,isp,134
AS4760,HKT Limited,hkt.com,219.79.96.0/19,isp,134
AS3462,Data Communication Business Group,cht.com.tw,114.44.0.0/16,isp,127
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,27.8.0.0/13,isp,124
AS9269,Hong Kong Broadband Network Ltd.,hkbn.net,124.244.64.0/18,isp,134
